ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label
13460,Layup drill in basketball,Man throw the ball with someone in the other side of the court and make a lay up and the kids behind him in the court do the same.,the coach,Man throw the ball with someone in the other side of the court and make a lay up and the kids behind him in the court do the same. the coach,"['continue talking and putnam the kids are getting ready one by one to run to the goal.', 'os hlping the girl to catch the ball and run.', 'helps a young woman get off the ball and he congratulate her.', 'play the same game with the kids.']",activitynet~v_cnFw7hjmqJY,val,zeroshot,1
13461,Layup drill in basketball,Man throw the ball with someone in the other side of the court and make a lay up and the kids behind him in the court do the same. The coach os hlping the girl to catch the ball and run.,the kid,Man throw the ball with someone in the other side of the court and make a lay up and the kids behind him in the court do the same. The coach os hlping the girl to catch the ball and run. the kid,"['walks to the court and score.', 'make a throw and then score a basket adn the kids behind her keeps doing the same.', 'hits the ball to began on the circle.', 'jump in the air and is carried to the court.']",activitynet~v_cnFw7hjmqJY,val,zeroshot,1
13485,Washing face,A woman and young boy are shown smiling and washing their hands in the sink when the woman begins washing his face.,the boy,A woman and young boy are shown smiling and washing their hands in the sink when the woman begins washing his face. the boy,"['smiles with the woman washing his face and the woman dries his face off with a paper towel.', 'is now seen staring into the camera and the lady who did the washing continues laughing when the kids continue to wash their hands.', 'then wipes the face of the child with a towel.', ""runs out of the sink to the woman's help and she gives him a towel and holds his face.""]",activitynet~v_dN9ZPc7NMVQ,val,zeroshot,0
13508,Sharpening knives,A man speaking about how he will be sharpening knives today.,he,A man speaking about how he will be sharpening knives today. he,"['shows the tool that he will be using that is called chefs choice.', 'begins to sharpen the knives in a razor l-shaped window.', 'demonstrates by removing a separate article of clothing from a couch and shirts from a board.', 'gets onto an elliptical and starts sharpening it.']",activitynet~v_dc9m-G9CKmQ,val,zeroshot,0
13509,Sharpening knives,A man speaking about how he will be sharpening knives today. He shows the tool that he will be using that is called chefs choice.,he,A man speaking about how he will be sharpening knives today. He shows the tool that he will be using that is called chefs choice. he,"['shows the knife that he will be sharpening next so that he can see the increased sharpening point.', 'uses the knife forward, then side to side slicing tomato clips.', 'shows how to use it and how you can use it with either hand.', 'shows the sharpened knife that he will be sharpening.']",activitynet~v_dc9m-G9CKmQ,val,zeroshot,2
13511,Sharpening knives,He shows how to use it and how you can use it with either hand. Then he begins to sharpen one of his knives.,after he,He shows how to use it and how you can use it with either hand. Then he begins to sharpen one of his knives. after he,"['is done sharpening it he demonstrates with a tomato how helpful it is.', ""'s done with the knife he puts it down and walks away into the chop shop."", 'is done sharpening, he is shown laying on the floor and smiling.', 'has sharpened enough knives to make them bigger, he slides a smaller knife into a sharp one and starts sharpening it.']",activitynet~v_dc9m-G9CKmQ,val,zeroshot,0
13524,Sharpening knives,We see a lady in a chefs coat in a kitchen talking. A lady sharpens a knife on a rod. The lady puts water on a black sharpener block.,the lady,We see a lady in a chefs coat in a kitchen talking. A lady sharpens a knife on a rod. The lady puts water on a black sharpener block. the lady,"['then sharpens the knife.', 'puts butter on the sharpener and add meat to it.', 'holds the rod with a towel on the sharpener.', 'sharpens the knife on a minnie mouse and puts it back in the sharpener and keeps sharpening and speaking to the camera.']",activitynet~v_diBZlwUO8rc,val,zeroshot,0
13538,Layup drill in basketball,A coach gives instructions to boys in a basketball court.,then,A coach gives instructions to boys in a basketball court. then,"[', two young men demonstrate the boys how to pass and shoot the ball in the basket.', ', the boys plays a game of dribbling.', ', the boys remove their equipment, apply shirts to the foot of a bench positioned between two walls.', ', the preteen girls play pretend basketball.']",activitynet~v_dtT0BzjTStw,val,zeroshot,0
13560,Baton twirling,A baton twirler is standing on the gym floor. She begins her routine.,she,A baton twirler is standing on the gym floor. She begins her routine. she,"['tosses the baton in the air.', 'performs batons in the air.', 'dumps her arms out a little bit and then dumps her wand right back in.', 'goes back and forth on the floor.']",activitynet~v_e0-lO2jb8vo,val,indomain,0
13610,Washing face,A woman is standing in a room talking.,she,A woman is standing in a room talking. she,"['shows a bottle in her hand.', 'begins dancing while playing a set of drums.', 'picks up a bottle of do flips.', 'holds up a flute.']",activitynet~v_eZdao9O8jrw,val,zeroshot,0
13611,Washing face,A woman is standing in a room talking. She shows a bottle in her hand.,she,A woman is standing in a room talking. She shows a bottle in her hand. she,"['sprays something onto her face.', 'holds a bottle of mouthwash and shakes it in her hand.', 'pours some of the lotion onto her hands and rubs it on her face.', 'then explains the correct way to wash your hands.']",activitynet~v_eZdao9O8jrw,val,zeroshot,2
